permno,permco,namedt,nameenddt,comnam,cusip,ticker,exchcd,begdat,begprc,date,prc
79001.0,11996.0,1993-03-05,1996-01-04,RECLAIM INC,75621520,ROOF,3.0,1993-03-05,1993-03-05,1993-03-05,5.5
79002.0,11988.0,1993-03-04,1999-07-06,RESOUND CORP,76119410,RSND,3.0,1993-03-04,1993-03-04,1993-03-04,10.875
79003.0,11989.0,1993-03-04,1998-03-10,SALIVA DIAGNOSTIC SYSTEMS INC,79542710,SALV,3.0,1993-03-04,1993-03-04,1993-03-04,6.25
79004.0,4720.0,1981-07-07,1987-05-22,UNITED STATES DESIGN CORP,91176410,USDC,3.0,1981-07-07,1981-07-07,1981-07-07,2.75
79005.0,12004.0,1993-03-10,1998-12-27,SCANDINAVIAN BROADCASTING SYSTM,L8137F10,SBTVF,3.0,1993-03-10,1993-03-10,1993-03-10,15.375
79006.0,12000.0,1993-03-09,2006-03-12,SUPERCONDUCTOR TECHNOLOGIES INC,86793160,SCON,3.0,1993-03-09,1993-03-09,1993-03-09,10.5
79007.0,12015.0,1993-03-16,1996-07-16,SHOE CARNIVAL INC,82488910,SCVL,3.0,1993-03-16,1993-03-16,1993-03-16,15.5
79008.0,12010.0,1993-03-12,2004-01-15,SOUTHERN ENERGY HOMES INC,84281410,SEHI,3.0,1993-03-12,1993-03-12,1993-03-12,15.5
79009.0,11995.0,1993-03-05,2000-11-14,S3 INC,83546Q10,SIII,3.0,1993-03-05,1993-03-05,1993-03-05,19.75
79010.0,12007.0,1993-03-11,1997-03-31,SPECIALTY PAPERBOARD INC,31564610,SPBI,3.0,1993-03-11,1993-03-11,1993-03-11,13.5
79011.0,12021.0,1993-03-18,1996-12-19,SAVOY PICTURES ENTERTAINMENT IN,80537510,SPEI,3.0,1993-03-18,1993-03-18,1993-03-18,16.875
79012.0,4723.0,1980-05-01,1983-01-20,UNITED STATES ELECTRICAR CORP,91180210,USEL,3.0,1980-05-01,1980-05-01,1980-05-01,4.375
79013.0,12038.0,1993-03-24,1997-12-15,S Y BANCORP INC,86102510,SYBA,3.0,1993-03-24,1993-03-24,1993-03-24,24.5
79014.0,12041.0,1993-03-25,1996-10-18,THIRD FINANCIAL CORP,88413810,THIR,3.0,1993-03-25,1993-03-25,1993-03-25,15.75
79015.0,12001.0,1993-03-09,1997-04-30,TENCOR INSTRUMENTS,88032310,TNCR,3.0,1993-03-09,1993-03-09,1993-03-09,7.75
79016.0,12024.0,1993-03-19,2002-08-02,TRICORD SYSTEMS INC,89612110,TRCD,3.0,1993-03-19,1993-03-19,1993-03-19,11.0
79017.0,12039.0,1993-03-25,1998-06-10,TRANSCOR WASTE SERVICES INC,89362910,TRCW,3.0,1993-03-25,1993-03-25,1993-03-25,5.0
79018.0,12019.0,1993-03-17,1995-03-21,TITLE WAVE STORES INC,88844810,TWAV,3.0,1993-03-17,1993-03-17,1993-03-17,4.875
79019.0,11981.0,1993-03-01,2018-12-31,UNITED BANCORP INC OH,90991110,UBCP,3.0,1993-03-01,1993-03-01,1993-03-01,25.0
79020.0,12043.0,1993-03-26,2002-12-11,UNION BANKSHARES LTD DEL,90540310,UBSC,3.0,1993-03-26,1993-03-26,1993-03-26,11.0
79021.0,11997.0,1993-03-08,1995-04-06,U S CAN CORP,90328W10,USCN,3.0,1993-03-08,1993-03-08,1993-03-08,12.0
79022.0,12005.0,1993-03-10,2016-05-26,VICAL INC,92560220,VICL,3.0,1993-03-10,1993-03-10,1993-03-10,5.25
79023.0,12056.0,1993-03-31,1995-10-31,NEWVISION TECHNOLOGY INC,82655N10,VISN,3.0,1993-03-31,1993-03-31,1993-03-31,6.25
79024.0,12016.0,1993-03-16,1999-12-29,WALL DATA INC,93204510,WALL,3.0,1993-03-16,1993-03-16,1993-03-16,22.75
79025.0,12040.0,1993-03-25,2006-05-03,ZONAGEN INC,76028H20,ZONA,3.0,1993-03-25,1993-03-25,1993-03-25,5.75
79026.0,27849.0,1993-03-29,2018-12-31,CHURCHILL DOWNS INC,17148410,CHDN,3.0,1993-03-29,1993-03-29,1993-03-29,65.0
79027.0,11747.0,1993-03-23,1996-01-01,ALAMAR BIOSCIENCES INC,00438330,ALMR,3.0,1993-03-23,1993-03-23,1993-03-23,4.875
79028.0,11543.0,1993-03-08,1999-02-22,RENO AIR INC,75974110,RENO,3.0,1993-03-08,1993-03-08,1993-03-08,10.125
79029.0,11985.0,1993-03-03,1997-12-14,CORTECS INTERNATIONAL LTD,74372Q20,DLVRY,3.0,1993-03-03,1993-03-03,1993-03-03,3.5625
79030.0,11983.0,1993-03-03,1997-01-08,GREAT CENTRAL MINES N L,39029010,GTCMY,3.0,1993-03-03,1993-03-03,1993-03-03,5.25
79031.0,7631.0,1993-03-04,2004-09-15,C B BANCSHARES INC,12478510,CBBI,3.0,1993-03-04,1993-03-04,1993-03-04,27.0
79032.0,29774.0,1993-03-05,1994-11-29,CASTLE & COOKE HOMES INC,14842610,CKI,1.0,1993-03-05,1993-03-05,1993-03-05,15.375
79033.0,29768.0,1993-03-01,2004-01-19,SAGA COMMUNICATIONS INC,78659830,SGA,2.0,1993-03-01,1993-03-01,1993-03-01,13.75
79034.0,29772.0,1993-03-18,2014-09-05,AMERICAN STRATEGIC IN PT INC II,03009T10,CSP,1.0,1993-03-18,1993-03-18,1993-03-18,15.0
79035.0,29775.0,1993-03-19,1998-12-02,CITIZENS CORP,17453310,CZC,1.0,1993-03-19,1993-03-19,1993-03-19,25.5
79036.0,29778.0,1993-03-19,2001-12-02,DELAWARE GROUP DIV & INCM FD IN,24591510,DDF,1.0,1993-03-19,1993-03-19,1993-03-19,15.0
79037.0,29780.0,1993-03-16,2018-12-31,ETHAN ALLEN INTERIORS INC,29760210,ETH,1.0,1993-03-16,1993-03-16,1993-03-16,20.0
79038.0,29790.0,1993-03-18,2012-05-04,NUVEEN INSURED CA PR INC MN FD,67061U10,NCL,1.0,1993-03-18,1993-03-18,1993-03-18,15.0
79039.0,4722.0,1975-02-26,2016-06-21,UNITED STATES ENERGY CORP WY,91180520,USEG,3.0,1975-02-26,1975-02-26,1975-02-26,1.0625
79040.0,29786.0,1993-03-18,1995-01-09,NUVEEN INSURED FL PR INC MN FD,67061K10,NFP,1.0,1993-03-18,1993-03-18,1993-03-18,15.0
79041.0,29781.0,1993-03-08,1993-08-31,GALEN HEALTH CARE INC,36323310,GHC,1.0,1993-03-08,1993-03-08,1993-03-08,13.0
79042.0,29795.0,1993-03-11,1999-07-06,ST JOHN KNITS INC,79028910,SJK,1.0,1993-03-11,1993-03-11,1993-03-11,17.5
79043.0,3474.0,1993-03-09,1997-07-18,PAYLESS CASHWAYS INC,70437830,PCS,1.0,1993-03-09,1993-03-09,1993-03-09,14.5
79045.0,29788.0,1993-03-18,1994-11-08,NUVEEN MICHIGAN PRE INM MUN FD,67061P10,NMH,2.0,1993-03-18,1993-03-18,1993-03-18,15.0
79046.0,29785.0,1993-03-18,1994-12-07,NUVEEN INSURED NY PR IN MUN FD,67061J10,NYP,1.0,1993-03-18,1993-03-18,1993-03-18,15.0
79047.0,4724.0,1981-01-22,1985-05-31,UNITED STATES ENERGY SEARCH INC,91180610,USES,3.0,1981-01-22,1981-01-22,1981-01-22,0.625
79048.0,29789.0,1993-03-18,2016-12-27,NUVEEN MARYLAND PREM INC MUN FD,67061Q10,NMY,1.0,1993-03-18,1993-03-18,1993-03-18,15.125
79049.0,29783.0,1993-03-18,2016-12-27,NUVEEN MA PREM INC MUN FD,67061E10,NMT,1.0,1993-03-18,1993-03-18,1993-03-18,15.0
79050.0,29787.0,1993-03-18,1995-02-06,NUVEEN NEW JERSEY PR INC MN FD,67061M10,NJP,1.0,1993-03-18,1993-03-18,1993-03-18,15.0
79051.0,29784.0,1993-03-18,2014-02-07,NUVEEN PA PR INC MUN FD 2,67061F10,NPY,1.0,1993-03-18,1993-03-18,1993-03-18,15.0
79052.0,29792.0,1993-03-18,2016-12-27,NUVEEN VIRGINIA PREM INC MUNI F,67064R10,NPV,1.0,1993-03-18,1993-03-18,1993-03-18,15.0
79053.0,29793.0,1993-03-18,2000-11-13,PILLOWTEX CORP,72150110,PTX,1.0,1993-03-18,1993-03-18,1993-03-18,15.125
79054.0,29791.0,1993-03-18,1999-09-09,NUVEEN WASHINGTON PRE INC MUN F,67064Q10,NPW,2.0,1993-03-18,1993-03-18,1993-03-18,15.0
79055.0,25964.0,1972-12-14,1973-11-13,UNITED STATES ENVELOPE CO,91180810,,3.0,1972-12-14,1972-12-14,1972-12-14,16.875
79057.0,29796.0,1993-03-25,2001-03-29,ACE LTD,H1467J10,ACL,1.0,1993-03-25,1993-03-25,1993-03-25,28.625
79058.0,29773.0,1993-03-26,1996-12-31,BANKERS LIFE HOLDING CORP,06622910,BLH,1.0,1993-03-26,1993-03-26,1993-03-26,24.5
79059.0,29777.0,1993-03-23,1996-02-13,CORIMON C A S A C A,21872870,CRM,1.0,1993-03-23,1993-03-23,1993-03-23,6.0
79061.0,29782.0,1993-03-25,1996-08-02,LIFE PARTNERS GROUP INC,53215710,LPG,1.0,1993-03-25,1993-03-25,1993-03-25,20.0
79062.0,21257.0,1993-03-24,2002-03-15,NATIONAL STEEL CORP,63784430,NS,1.0,1993-03-24,1993-03-24,1993-03-24,14.875
79063.0,25965.0,1972-12-14,1977-04-04,UNITED STATES EQUITY & MTG TR,91181610,,3.0,1972-12-14,1972-12-14,1972-12-14,1.875
79064.0,29776.0,1993-03-31,2000-05-21,CONSORCIO G GRUPO DINA SA DE CV,21030640,DIN,1.0,1993-03-31,1993-03-31,1993-03-31,16.25
79065.0,29794.0,1993-03-08,1996-09-05,RELIV INTERNATIONAL INC,75952R20,RLV,2.0,1993-03-08,1993-03-08,1993-03-08,9.875
79066.0,29298.0,1993-03-25,1995-11-30,MEDICAL RESOURCE COS AMERICA,64361110,MRA,2.0,1993-03-25,1993-03-25,1993-03-25,2.875
79068.0,12110.0,1993-04-30,1994-10-26,ABSOLUTE ENTERTAINMENT INC,00386310,ABSO,3.0,1993-04-30,1993-04-30,1993-04-30,11.875
79069.0,12104.0,1993-04-27,2002-02-19,ACTION PERFORMANCE COS INC,00493310,ACTN,3.0,1993-04-27,1993-04-27,1993-04-27,6.25
79070.0,12106.0,1993-04-28,1994-05-25,AZTEC ENERGY CORP UT,05480510,AZCE,3.0,1993-04-28,1993-04-28,1993-04-28,3.375
79071.0,4725.0,1981-07-17,1984-03-02,UNITED STATES EXPLORATION CORP,91182010,USEX,3.0,1981-07-17,1981-07-17,1981-07-17,0.4375
79072.0,12058.0,1993-04-01,2018-12-31,BANCFIRST CORP,05945F10,BANF,3.0,1993-04-01,1993-04-01,1993-04-01,17.0
79073.0,12112.0,1993-04-30,2002-03-07,BANCFIRST OHIO CORP,05945010,BFOH,3.0,1993-04-30,1993-04-30,1993-04-30,40.0
79074.0,12073.0,1993-04-07,1997-05-29,B H C FINANCIAL INC,05544W10,BHCF,3.0,1993-04-07,1993-04-07,1993-04-07,19.0
79075.0,12077.0,1993-05-19,2001-07-10,CAMBRIDGE TECHNOLOGY PRTNRS INC,13252410,CATP,3.0,1993-05-19,1993-05-19,1993-05-19,8.75
79076.0,12061.0,1993-04-01,1995-05-31,CORAL GABLES FEDCORP INC,21777510,CGFC,3.0,1993-04-01,1993-04-01,1993-04-01,14.625
79077.0,12087.0,1993-04-19,1998-08-10,COMMANDER AIRCRAFT CO,05366T10,CMDR,3.0,1993-04-19,1993-04-19,1993-04-19,9.5
79078.0,12069.0,1993-04-05,2001-06-29,CASINO DATA SYSTEMS,14758310,CSDS,3.0,1993-04-05,1993-04-05,1993-04-05,9.25
79079.0,12105.0,1993-04-28,1996-06-14,C T L CREDIT INC,12643510,CTLI,3.0,1993-04-28,1993-04-28,1993-04-28,10.875
79080.0,12079.0,1993-04-14,2012-05-11,CENTRAL VIRGINIA BANKSHARES INC,15579210,CVBK,3.0,1993-04-14,1993-04-14,1993-04-14,14.5
79081.0,12059.0,1993-04-01,1996-07-24,DAVIDSON & ASSOCIATES INC,23858810,DAVD,3.0,1993-04-01,1993-04-01,1993-04-01,16.25
79082.0,12096.0,1993-04-23,1995-11-02,DEVELOPED TECHNOLOGY RES INC,25159B20,DEVT,3.0,1993-04-23,1993-04-23,1993-04-23,8.5
79083.0,12078.0,1993-04-13,1996-04-30,EDUNETICS LTD,M3035510,EDNTF,3.0,1993-04-13,1993-04-13,1993-04-13,12.625
79084.0,12063.0,1993-04-01,1997-08-10,ENVIROTEST SYSTEMS CORP,29409W10,ENVI,3.0,1993-04-01,1993-04-01,1993-04-01,16.25
79085.0,12085.0,1993-04-16,2001-01-03,EQUINOX SYSTEMS INC,29443610,EQNX,3.0,1993-04-16,1993-04-16,1993-04-16,11.25
79086.0,12111.0,1993-04-30,1999-09-02,ELECTRONIC RETAILING SYS INTL I,28582510,ERSI,3.0,1993-04-30,1993-04-30,1993-04-30,13.0
79087.0,12068.0,1993-04-05,2005-03-18,F F W CORP,30242L10,FFWC,3.0,1993-04-05,1993-04-05,1993-04-05,13.75
79088.0,12089.0,1993-04-21,1999-03-08,JETFORM CORP,00429610,FORMF,3.0,1993-04-21,1993-04-21,1993-04-21,6.5
79089.0,12074.0,1993-04-08,2013-06-05,FOSSIL INC,34988V10,FOSL,3.0,1993-04-08,1993-04-08,1993-04-08,8.25
79090.0,4623.0,1981-06-23,1985-04-18,UNITED STATES AIRCRAFT CORP,91190110,UAIRA,3.0,1981-06-23,1981-06-23,1981-06-23,0.875
79091.0,12098.0,1993-04-23,1998-03-20,HARMONY BROOK INC,41318810,HBRK,3.0,1993-04-23,1993-04-23,1993-04-23,2.75
79092.0,12102.0,1993-04-27,1997-02-12,HILCOAST DEVELOPMENT CORP,43131310,HCDV,3.0,1993-04-27,1993-04-27,1993-04-27,5.0
79093.0,12107.0,1993-04-28,2002-10-15,INTERLINQ SOFTWARE CORP,45875310,INLQ,3.0,1993-04-28,1993-04-28,1993-04-28,8.0
79094.0,12108.0,1993-04-29,1998-05-04,JABIL CIRCUIT INC,46631310,JBIL,3.0,1993-04-29,1993-04-29,1993-04-29,7.25
79095.0,12076.0,1993-04-08,2001-02-12,JEFFERSON SAVINGS BANCORP INC,47490010,JSBA,3.0,1993-04-08,1993-04-08,1993-04-08,14.0
79096.0,12090.0,1993-04-21,1998-12-08,MARTIN COLOR FI INC,57318310,MRCF,3.0,1993-04-21,1993-04-21,1993-04-21,10.25
79097.0,12075.0,1993-04-08,1997-10-23,N F O RESEARCH INC,62910N10,NFOR,3.0,1993-04-08,1993-04-08,1993-04-08,15.75
79098.0,4726.0,1979-06-26,1980-09-09,UNITED STATES HEALTH & REC INC,91203510,USHR,3.0,1979-06-26,1979-06-26,1979-06-26,2.125
79099.0,12071.0,1993-04-06,1996-09-16,NORRIS COMMUNICATIONS CORP,65637E10,NORRF,3.0,1993-04-06,1993-04-06,1993-04-06,3.75
79100.0,12101.0,1993-04-27,1998-05-26,NATIONAL REGISTRY INC,78657830,NRID,3.0,1993-04-27,1993-04-27,1993-04-27,8.25
79101.0,12099.0,1993-04-27,1994-02-27,NETWORK SOLUTIONS INC,64090120,NWSS,3.0,1993-04-27,1993-04-27,1993-04-27,9.25
79102.0,12109.0,1993-04-29,1997-10-09,OLD AMERICA STORES INC,67950310,OASI,3.0,1993-04-29,1993-04-29,1993-04-29,16.25
79103.0,12097.0,1993-04-23,2010-12-29,O REILLY AUTOMOTIVE INC,67103H10,ORLY,3.0,1993-04-23,1993-04-23,1993-04-23,19.25
79104.0,12080.0,1993-04-14,1996-04-10,ORTHOPEDIC TECHNOLOGY INC,68750T10,ORTH,3.0,1993-04-14,1993-04-14,1993-04-14,6.125
79105.0,3559.0,1993-04-14,2000-10-16,PAUL HARRIS STORES INC,70355520,PAUH,3.0,1993-04-14,1993-04-14,1993-04-14,6.75
79107.0,12082.0,1993-04-14,2000-07-10,SAFETY 1ST INC,78647510,SAFT,3.0,1993-04-14,1993-04-14,1993-04-14,12.375
79108.0,12083.0,1993-04-14,2001-12-09,SANMINA HOLDINGS INC,80105610,SANM,3.0,1993-04-14,1993-04-14,1993-04-14,10.75
79109.0,12100.0,1993-04-27,2001-09-28,SOUTHSIDE BANCSHARES CORP,84470010,SBCO,3.0,1993-04-27,1993-04-27,1993-04-27,90.0
79110.0,12072.0,1993-04-06,1998-06-26,FIRST SHENANGO BANCORP INC,33640910,SHEN,3.0,1993-04-06,1993-04-06,1993-04-06,15.0
79111.0,12103.0,1993-04-27,1998-02-26,SUNPORT MEDICAL CORP,03992110,SMQCF,3.0,1993-04-27,1993-04-27,1993-04-27,3.125
79112.0,12095.0,1993-04-23,1994-08-17,S T N INC,78491010,STHIF,3.0,1993-04-23,1993-04-23,1993-04-23,5.0
79113.0,12062.0,1993-04-01,2004-09-30,SUN BANCORP INC,86663410,SUBI,3.0,1993-04-01,1993-04-01,1993-04-01,29.0
79114.0,12070.0,1993-04-05,1996-01-11,SUNRISE BANCORP INC DEL,86768H10,SUNY,3.0,1993-04-05,1993-04-05,1993-04-05,12.75
79115.0,12091.0,1993-04-21,1998-05-11,SWISHER INTERNATIONAL INC,87081130,SWSH,3.0,1993-04-21,1993-04-21,1993-04-21,5.25
79116.0,12086.0,1993-04-19,2018-12-31,TRICO BANCSHARES,89609510,TCBK,3.0,1993-04-19,1993-04-19,1993-04-19,17.5
79117.0,12088.0,1993-04-20,1993-05-03,INTEGRATED SECURITY SYSTEMS INC,45812J10,THMS,3.0,1993-04-20,1993-04-20,1993-04-20,4.0
79118.0,12060.0,1993-04-01,1997-10-22,UNITED STATES EXPLORATION INC,91182F30,USXP,3.0,1993-04-01,1993-04-01,1993-04-01,3.625
79119.0,5799.0,1983-02-09,1986-04-21,UNITED STATES HEALTH CARE SYS,91191010,USHC,3.0,1983-02-09,1983-02-09,1983-02-09,28.875
79120.0,12094.0,1993-04-22,1997-04-23,WEST COAST BANCORP INC,95190110,WBAN,3.0,1993-04-22,1993-04-22,1993-04-22,10.75
79121.0,12084.0,1993-04-15,2009-07-16,WIND RIVER SYSTEMS INC,97314910,WIND,3.0,1993-04-15,1993-04-15,1993-04-15,10.125
79122.0,12064.0,1993-04-01,1998-10-18,ETHICAL HOLDINGS LTD,02311120,ETHCY,3.0,1993-04-01,1993-04-01,1993-04-01,6.0
79123.0,11873.0,1993-04-19,1996-08-11,RECONDITIONED SYSTEMS INC,75624030,RESY,3.0,1993-04-19,1993-04-19,1993-04-19,3.5
79124.0,11961.0,1993-04-05,1993-11-18,SHEFFIELD MEDICAL TECHS INC,82123D30,SHEF,3.0,1993-04-05,1993-04-05,1993-04-05,2.53125
79127.0,6624.0,1983-11-25,1989-01-13,UNITED STATES HEALTH INC,91204110,USHI,3.0,1983-11-25,1983-11-25,1983-11-25,10.125
79129.0,29807.0,1993-04-08,2009-04-15,GENERAL GROWTH PROPERTIES INC,11282X10,GGP,1.0,1993-04-08,1993-04-08,1993-04-08,24.625
79130.0,29814.0,1993-04-08,1999-04-19,STARTER CORP,85568410,STA,1.0,1993-04-08,1993-04-08,1993-04-08,25.125
79131.0,29811.0,1993-04-19,2013-09-22,MIDSOUTH BANCORP INC,59803910,MSL,2.0,1993-04-19,1993-04-19,1993-04-19,10.125
79132.0,29804.0,1993-04-23,2007-05-18,A C M MUNICIPAL SECS INC FD INC,00094210,AMU,1.0,1993-04-23,1993-04-23,1993-04-23,15.0
79133.0,29805.0,1993-04-23,2018-12-31,APTARGROUP INC,03833610,ATR,1.0,1993-04-23,1993-04-23,1993-04-23,19.5
79134.0,29812.0,1993-04-23,2007-04-01,MUNICIPAL ADVANTAGE FUND INC,72201510,MAF,1.0,1993-04-23,1993-04-23,1993-04-23,15.0
79135.0,7086.0,1984-06-14,1987-01-23,UNITED STATES MEDICAL ENTPRSS,91220110,USMD,3.0,1984-06-14,1984-06-14,1984-06-14,8.5625
79136.0,29816.0,1993-04-22,2003-12-05,T C W D W TERM TRUST 2003,87234U10,TMT,1.0,1993-04-22,1993-04-22,1993-04-22,10.0
79137.0,29817.0,1993-04-20,1999-04-13,T I G HOLDINGS INC,87246910,TIG,1.0,1993-04-20,1993-04-20,1993-04-20,24.375
79138.0,29809.0,1993-04-15,2006-10-08,MANAGED HIGH INC PORTFOLIO INC,95766L10,MHY,1.0,1993-04-15,1993-04-15,1993-04-15,11.875
79139.0,29813.0,1993-04-12,2006-10-01,MUNIVEST FUND II INC,09253T10,MVT,1.0,1993-04-12,1993-04-12,1993-04-12,15.0
79140.0,29818.0,1993-04-15,1996-01-01,VAN KAMPEN MER VAL MUN INC TR,92113210,VKV,1.0,1993-04-15,1993-04-15,1993-04-15,14.75
79141.0,29815.0,1993-04-14,1994-12-27,STYLES ON VIDEO INC,86422210,SOV,2.0,1993-04-14,1993-04-14,1993-04-14,9.25
79142.0,29806.0,1993-04-29,1996-07-26,ENCORE MARKETING INTERNATL INC,29256010,EMI,2.0,1993-04-29,1993-04-29,1993-04-29,3.0
79143.0,4729.0,1979-07-11,1985-06-21,UNITED STATES MINERAL & RTY COR,91221110,USMI,3.0,1979-07-11,1979-07-11,1979-07-11,0.21875
79144.0,29808.0,1993-04-29,2000-08-31,GEON CO,37246W10,GON,1.0,1993-04-29,1993-04-29,1993-04-29,18.75
79145.0,29819.0,1993-04-28,2018-12-31,ROYAL CARIBBEAN CRUISES LTD,V7780T10,RCL,1.0,1993-04-28,1993-04-28,1993-04-28,18.25
79146.0,29669.0,1993-04-02,2002-01-01,PREMDOR INC,57538410,PI,1.0,1993-04-02,1993-04-02,1993-04-02,9.0
79147.0,12134.0,1993-05-13,1996-01-22,CHILDRENS BROADCASTING CORP,45814710,AAHS,3.0,1993-05-13,1993-05-13,1993-05-13,6.0
79148.0,12140.0,1993-05-18,2007-05-10,APPLIED INNOVATION INC,03791610,AINN,3.0,1993-05-18,1993-05-18,1993-05-18,17.75
79149.0,12123.0,1993-05-11,2002-06-30,AMTRAN INC,00209H10,AMTR,3.0,1993-05-11,1993-05-11,1993-05-11,16.0
79150.0,12119.0,1993-05-24,1997-01-22,ANIKA RESEARCH INC,03525510,ANIK,3.0,1993-05-24,1993-05-24,1993-05-24,4.125
79151.0,4731.0,1980-08-15,1986-11-23,U S MINERALS EXPLORATION CO,90336610,USMX,3.0,1980-08-15,1980-08-15,1980-08-15,0.4375
79152.0,12127.0,1993-05-12,2003-05-01,AUSPEX SYSTEMS INC,05211610,ASPX,3.0,1993-05-12,1993-05-12,1993-05-12,14.375
79153.0,12131.0,1993-05-13,2002-02-22,BLACK HAWK GAMING & DEV CO INC,09206710,BHWK,3.0,1993-05-13,1993-05-13,1993-05-13,13.25
79154.0,12113.0,1993-05-03,1995-04-09,BUILDERS WAREHOUSE ASSOC INC,11991640,BWAI,3.0,1993-05-03,1993-05-03,1993-05-03,8.0
79155.0,12120.0,1993-05-06,1995-03-22,CALIFORNIA QUARTZ INC,13055710,CALQ,3.0,1993-05-06,1993-05-06,1993-05-06,6.0
79156.0,12124.0,1993-05-11,1998-08-04,CATALYST SEMICONDUCTOR INC,14888110,CATS,3.0,1993-05-11,1993-05-11,1993-05-11,13.5
79157.0,12165.0,1993-05-27,2003-06-17,C D W COMPUTER CENTERS INC,12512N10,CDWC,3.0,1993-05-27,1993-05-27,1993-05-27,14.5
79158.0,12122.0,1993-05-11,1997-11-05,CAIRN ENERGY U S A INC,12776210,CEUS,3.0,1993-05-11,1993-05-11,1993-05-11,5.5
79159.0,12146.0,1993-05-20,2013-12-29,CLAYTON WILLIAMS ENERGY INC,96949010,CWEI,3.0,1993-05-20,1993-05-20,1993-05-20,17.0
79160.0,12141.0,1993-05-18,1998-12-02,D I Y HOME WAREHOUSE INC,23321D10,DIYH,3.0,1993-05-18,1993-05-18,1993-05-18,11.25
79161.0,12155.0,1993-06-01,1996-02-01,DOVATRON INTERNATIONAL INC,23294910,DOVT,3.0,1993-06-01,1993-06-01,1993-06-01,15.5
79162.0,12138.0,1993-05-18,1998-11-29,ESQUIRE COMMUNICATIONS LTD,29665830,ESQS,3.0,1993-05-18,1993-05-18,1993-05-18,3.75
79163.0,12125.0,1993-05-11,1997-09-07,EVERGREEN MEDIA CORP,00169310,EVGM,3.0,1993-05-11,1993-05-11,1993-05-11,17.375
79164.0,12156.0,1993-05-25,2008-09-16,FOCUS ENHANCEMENTS INC,34415910,FCSE,3.0,1993-05-25,1993-05-25,1993-05-25,4.125
79165.0,12114.0,1993-05-03,1995-01-31,FIDELITY NEW YORK F S B,31633610,FDNY,3.0,1993-05-03,1993-05-03,1993-05-03,13.5
79166.0,12139.0,1993-05-18,1995-06-05,G A B BANCORP,37386510,GABC,3.0,1993-05-18,1993-05-18,1993-05-18,35.0
79167.0,12142.0,1993-05-19,2005-09-27,GREG MANNING AUCTIONS INC,29605W10,GMAI,3.0,1993-05-19,1993-05-19,1993-05-19,3.0
79168.0,12148.0,1993-05-20,2001-02-12,HARRYS FARMERS MARKET INC,41586310,HARY,3.0,1993-05-20,1993-05-20,1993-05-20,19.5
79169.0,12161.0,1993-05-26,1996-04-12,HAMILTON FINANCIAL SVCS CORP,40736710,HFSC,3.0,1993-05-26,1993-05-26,1993-05-26,7.625
79170.0,4730.0,1980-03-07,1983-07-31,UNITED STATES MUT REAL EST IN T,91222520,USMR,3.0,1980-03-07,1980-03-07,1980-03-07,9.0
79171.0,12169.0,1993-05-28,1999-07-27,HOLLYWOOD CASINO CORP,43613220,HWCC,3.0,1993-05-28,1993-05-28,1993-05-28,26.25
79172.0,12168.0,1993-05-28,2002-09-09,INNOVATIVE GAMING CP OF AMERICA,45764F30,IGCA,3.0,1993-05-28,1993-05-28,1993-05-28,14.25
79173.0,12162.0,1993-05-26,1999-06-30,IPSWICH SAVINGS BANK,46263310,IPSW,3.0,1993-05-26,1993-05-26,1993-05-26,11.25
79174.0,12135.0,1993-05-14,1995-08-16,I R G TECHS INC,45004010,IRGT,3.0,1993-05-14,1993-05-14,1993-05-14,7.875
79175.0,12132.0,1993-05-13,1994-12-28,L C I INTERNATIONAL INC,50181310,LCII,3.0,1993-05-13,1993-05-13,1993-05-13,20.0
79176.0,12130.0,1993-05-13,2001-01-31,MEDICAL CONTROL INC,05367810,MDCL,3.0,1993-05-13,1993-05-13,1993-05-13,4.875
79177.0,12137.0,1993-05-18,1995-12-01,MEGATEST CORP,58495810,MEGT,3.0,1993-05-18,1993-05-18,1993-05-18,12.5
79178.0,25966.0,1972-12-14,1973-10-24,UNITED STATES NAT BK SAN DIEGO,91229910,,3.0,1972-12-14,1972-12-14,1972-12-14,26.0
79179.0,12145.0,1993-05-20,1996-12-31,M F S COMMUNICATIONS INC,55272T10,MFST,3.0,1993-05-20,1993-05-20,1993-05-20,24.625
79180.0,12151.0,1993-05-21,1994-08-05,INTERNATIONAL NESMONT INDL CORP,45994710,NESMF,3.0,1993-05-21,1993-05-21,1993-05-21,4.125
79181.0,12149.0,1993-05-20,2002-01-18,NATIONAL HOME CENTERS INC,63637610,NHCI,3.0,1993-05-20,1993-05-20,1993-05-20,10.25
79182.0,12128.0,1993-05-12,1995-04-13,NATIONAL TIRE SERVICES INC,63820610,NTSI,3.0,1993-05-12,1993-05-12,1993-05-12,3.0
79183.0,12133.0,1993-05-13,2004-05-25,OPTI INC,68396010,OPTI,3.0,1993-05-13,1993-05-13,1993-05-13,10.125
79184.0,12143.0,1993-05-19,1997-04-15,PETROLEUM GEO SERVICES A S A,71659710,PGSAY,3.0,1993-05-19,1993-05-19,1993-05-19,23.25
79185.0,12150.0,1993-05-20,1999-03-15,PHARMHOUSE CORP THE,71713710,PHSE,3.0,1993-05-20,1993-05-20,1993-05-20,3.0
79186.0,4732.0,1981-05-28,1988-06-15,UNITED STATES OIL CO,91232730,USOL,3.0,1981-05-28,1981-05-28,1981-05-28,5.4375
