 Filing Date,Issue Date,Issuer,Main SIC Code,Nation,Ticker Symbol,Bookrunner(s),Gross spread ($),Gross Spread as % of Prncpl Amt - in this Mkt,Proceeds Amt - in this Mkt ($ mil),Offer Price,Type of Security,IPO Flag (Y/N),9-Digit Cusip,Primary Exchange Where Issuer's Stock Trades,All Managers,Management Fee as % of Prncpl Amt - in this Mkt,Underwriting Fee as % of Prncpl Amt - in this Mkt,Selling Concession as % of Prncpl Amt - in this Mkt,Marketplace,Original High Filing Price,Original Low Filing Price,Shares Filed - in this Mkt,Amt Filed - in this Mkt ($ mil),Primary Shares Offered - in this Mkt,Secondary Shs Ofrd- in this Mkt,Lock up Expiration Date,Percent of Shares Outstanding Subject to Lockup Agreement,Lockup Days,Lockup Shares,Depositary,Units,Venture Backed,Spin-off Parent Ticker,Spinoff's Parent,Number of Bookrunners,RANK_NO_LEADS,"Number of Lead, Co-lead, & Co-managers",Stock Price at Close of Offer/1st Trade,Opening Stock Price at First Trade,All Managers.1,Lead Manager,Managers,Managers.1,permno,cusip,comnam,ticker,begprc,prc,Match Name,Match Date,diff date,mid,PA %
John G Kinnard & Co
West Park Capital",87647,92932C10,WORLDQUEST NETWORKS INC,WQNI,2/4/00,27.4375,"WQN, INC.",2/4/00,0,11,0.181818182

12/17/99,3/9/00,HomeGrocer.com,7375,United States,HOMG,MSDW,0.84,7,211.2,12,Common Shares,Yes,43740K100,Nasdaq,"Morgan Stanley Dean Witter
Donaldson Lufkin & Jenrette
Chase H&Q
Banc of America Securities LLC
JC Bradford & Co
Robert W Baird & Co Inc
Dain Rauscher Wessels
First Union Securities Inc
Edward D Jones & Co
McAdams Wright Ragen Inc
McDonald Investments
Pacific Crest Securities Inc
Morgan Stanley Dean Witter",1.417,1.417,4.16667,U.S. Public,,,,250,17600000,,,,,,No,No,Yes,,,1,1,5,14.13,,"MSDW//DLJ/CHASE-HQ/BA-SEC-LLC/BRADFORD
//BAIRD/DAIN-R-WESSELS/FIRST-UNION-SEC
/ED-JONES/MCADAMS-WRIGHT/MCDONALD
/PACIFIC-CREST//MSDW(GC)",MSDW,"MSDW
DLJ
CHASE-HQ
BA-SEC-LLC
BRADFORD","Morgan Stanley Dean Witter & Co
Donaldson Lufkin & Jenrette Inc
Chase H&Q
Banc of America Securities LLC
JC Bradford & Co",87775,43740K10,HOMEGROCER COM INC,HOMG,3/10/00,14.125,HOMEGROCER COM INC,3/10/00,0,0,#DIV/0!

12/17/99,3/16/00,Universal Access Inc,4813,United States,UAXS,GS,0.98,7,132.3,14,Common Shares,Yes,913363107,Nasdaq,"Goldman Sachs & Co
Chase H&Q
Fleet Boston Corp
Advanced Equities Inc
JC Bradford & Co
AG Edwards & Sons Inc
First Union Securities Inc
Edward D Jones & Co
Legg Mason Wood Walker
Loop Capital Markets
Sands Brothers & Co Ltd
Soundview Technology (OLD)
Tucker Anthony Inc
Wachovia Securities Inc
Wasserstein Perella Securities
Broadmark Capital Corp
Goldman Sachs & Co",1.429,1.429,4.14286,U.S. Public,,,,115,9450000,,,,,,No,No,Yes,,,1,1,3,37,,"GS//CHASE-HQ/FLEET-BOSTON//ADVANCED-EQ
/BRADFORD/A-G-EDWARDS/FIRST-UNION-SEC
/ED-JONES/LEGG-MASON-WW/LOOP/SANDS
/SOUNDVIEW-TECH/TUCKER/WACHOVIA-SEC
/WP-SEC/BROADMARK//GS(GC)",GS,"GS
CHASE-HQ
FLEET-BOSTON","Goldman Sachs & Co
Chase H&Q
Fleet Boston Corp,Boston,Massachusetts",87823,91336M20,UNIVERSAL ACCESS INC,UAXS,3/17/00,37,UAGH INC,3/17/00,0,0,#DIV/0!

12/21/99,2/29/00,Onvia.com Inc,7389,United States,ONVI,CS-FB,1.47,7,168,21,Common Shares,Yes,68338T106,Nasdaq,"CS First Boston Corp
Chase H&Q
Fleet Boston Corp
E*Offering Corp
William Blair & Co
Allen & Co Inc
Wedbush, Noble, Cooke
First Union Securities Inc
Pacific Crest Securities Inc
Ragen MacKenzie Group Inc
TD Securities Inc
Needham & Co LLC
Invemed Associates Inc
CS First Boston Corp",1.381,1.429,4.19048,U.S. Public,,,,100,8000000,,,,,,No,No,Yes,,,1,1,5,61.5,,"CS-FB//CHASE-HQ/FLEET-BOSTON/E*OFFERING
/WM-BLAIR//ALLEN/WEDBUSH
/FIRST-UNION-SEC/PACIFIC-CREST/RAGEN
/TD-SECURITIES/NEEDHAM/INVEMED
//CS-FB(GC)",CS-FB,"CS-FB
CHASE-HQ
FLEET-BOSTON
E*OFFERING
WM-BLAIR","CS First Boston Corp
Chase H&Q
Fleet Boston Corp,Boston,Massachusetts
E*Offering Corp
William Blair & Co",87797,68338T40,ONVIA COM INC,ONVI,3/1/00,61.5,ONVIA INC,3/1/00,0,0,#DIV/0!

12/21/99,3/16/00,Uproar Inc,7375,United States,UPRO,SALOMON-SMITH,2.2,6.494,84.7,33.88,Common Shares,Yes,916706104,Nasdaq,"Salomon Smith Barney
Bear Stearns & Co Inc
Wit Soundview Group Inc
Banc of America Securities LLC
Sands Brothers & Co Ltd
Sanders Morris Mundy Inc",1.299,1.299,3.8961,U.S. Public,,,,100,2500000,,9/12/00 0:00,91.609,180,25409880,No,No,Yes,,,1,1,4,26.75,,"SALOMON-SMITH//BEAR/WIT-SOUNDVIEW
/BA-SEC-LLC//SANDS/SANDERS-MORRIS",SALOMON-SMITH,"SALOMON-SMITH
BEAR
WIT-SOUNDVIEW
BA-SEC-LLC","Salomon Smith Barney
Bear Stearns & Co Inc
Wit Soundview Group Inc
Banc of America Securities LLC",87824,91670610,UPROAR INC,UPRO,3/17/00,26.75,UPROAR INC,3/17/00,0,0,#DIV/0!

12/21/99,4/7/00,Opus360 Corp,7375,United States,OPUS,FLEET-BOSTON,0.7,7,77,10,Common Shares,Yes,68400F109,Nasdaq,"Fleet Boston Corp
Bear Stearns & Co Inc
E*Offering Corp
JP Morgan
Advest Inc
JJB Hilliard WL Lyons Inc
Pennsylvania Merchant Group
CE Unterberg Towbin
First Montauk Securities",1.5,1.3,4.2,U.S. Public,,,,65,7000000,700000,10/4/00 0:00,84.592,180,42273476,No,No,Yes,,,1,1,4,12.5,,"FLEET-BOSTON//BEAR/E*OFFERING/JPM
//ADVEST/HILLIARD/PENN-MER-GROUP
/UNTERBERG/FIRST-MONTAUK",FLEET-BOSTON,"FLEET-BOSTON
BEAR
E*OFFERING
JPM","Fleet Boston Corp,Boston,Massachusetts
Bear Stearns & Co Inc
E*Offering Corp
JP Morgan & Co Inc",88184,68400F10,OPUS360 CORP,OPUS,4/7/00,12.5,ARTEMIS INTERNATIONAL SOLUTIONS CORP,4/7/00,0,0,#DIV/0!

12/22/99,2/28/00,Niku Corp,7372,United States,NIKU,GS,1.68,7,166.6,24,Common Shares,Yes,654113109,Sm Cap Mkt,"Goldman Sachs & Co
Dain Rauscher Wessels
US Bancorp Piper Jaffray
Thomas Weisel Partners
Bear Stearns & Co Inc
Sands Brothers & Co Ltd
CE Unterberg Towbin
McDonald Investments
Tucker Anthony Inc
Hambrecht & Quist
First Union Securities Inc
Fleet Boston Corp
CL King & Associates Inc
JC Bradford & Co
Deutsche Banc Alex Brown
Goldman Sachs & Co",1.417,1.417,4.16667,U.S. Public,,,,115,6941000,,,,,,No,No,Yes,,,1,1,4,69,,"GS//DAIN-R-WESSELS/US-PIPER
/THOMAS-WEISEL//BEAR/SANDS/UNTERBERG
/MCDONALD/TUCKER/HAMBRECHT
/FIRST-UNION-SEC/FLEET-BOSTON/CL-KING
/BRADFORD/DEUTSCHE-ALEX-B//GS(GC)",GS,"GS
DAIN-R-WESSELS
US-PIPER
THOMAS-WEISEL","Goldman Sachs & Co
Dain Rauscher Wessels
US Bancorp Piper Jaffray Inc
Thomas Weisel Partners",87621,65411370,NIKU CORP,NIKU,2/29/00,69,NIKU CORP,2/29/00,0,0,#DIV/0!

12/22/99,2/29/00,net.Genesis Corp,7372,United States,NTGX,"HAMBRECHT
/DEUTSCHE-ALEX-B(JB)",1.26,7,76.5,18,Common Shares,Yes,6.41E+111,Nasdaq,"Hambrecht & Quist
Deutsche Banc Alex Brown
US Bancorp Piper Jaffray
Bear Stearns & Co Inc
CIBC World Markets Inc
AG Edwards & Sons Inc
Prudential Securities Inc
SG Cowen Securities Corp
Wit Soundview Group Inc
Adams Harkness & Hill Inc
Chatsworth Securities LLC
E*Offering Corp
First Albany
First Security Van Kasper & Co
Parker-Hunter Inc
Raymond James & Associates Inc
Tucker Anthony Inc
CE Unterberg Towbin",1.389,1.389,4.22222,U.S. Public,,,,70,4250000,,8/27/00 0:00,21.122,180,4321556,No,No,Yes,,,2,2,3,56.81,,"HAMBRECHT(JB)/DEUTSCHE-ALEX-B(JB)
//US-PIPER//BEAR/CIBC-WORLD/A-G-EDWARDS
/PSI/SG-COWEN/WIT-SOUNDVIEW
/ADAMS-HARKNESS/CHATSWORTH/E*OFFERING
/FIRST-ALBANY/FIR-VAN-KASPER
/PARKER-HUNTER/RAYMOND/TUCKER/UNTERBERG",HAMBRECHT/DEUTSCHE-ALEX-B,"HAMBRECHT
(JB)/DEUTSCHE-ALEX-B(JB)
US-PIPER","Hambrecht & Quist Inc
Deutsche Banc Alex Brown
US Bancorp Piper Jaffray Inc",87622,6.41E+14,NET GENESIS CORP,NTGX,2/29/00,56.8125,NET GENESIS CORP,2/29/00,0,0,#DIV/0!

12/22/99,3/7/00,FirstWorld Communications Inc,4813,United States,FWIS,LEH,1.19,7,144.5,17,Series B-1 Com,Yes,337625305,Nasdaq,"Lehman Brothers
Bear Stearns & Co Inc
Fidelity Capital Markets
Deutsche Banc Alex Brown
PaineWebber
CIBC World Markets Inc
CL King & Associates Inc
Salomon Smith Barney
W. M. Smith Securities, Inc
Sands Brothers & Co Ltd
Pacific Crest Securities Inc
Legg Mason Wood Walker
Kirkpatrick, Pettis, Smith, Po
Goldman Sachs & Co
ING Barings
Merrill Lynch
Morgan Stanley & Co
Hambrecht & Quist
Donaldson Lufkin & Jenrette
Lehman Brothers",1.412,1.471,4.11765,U.S. Public,,,,100,8500000,,,,,,No,No,Yes,,,1,1,5,25,,"LEH//BEAR/FIDELITY-CAP/DEUTSCHE-ALEX-B
/PAINE-W//CIBC-WORLD/CL-KING
/SALOMON-SMITH/W-M-SMITH/SANDS
/PACIFIC-CREST/LEGG-MASON-WW
/KIRKPATRICK/GS/ING-BARINGS/MERRILL/MS
/HAMBRECHT/DLJ//LEH(GC)",LEH,"LEH
BEAR
FIDELITY-CAP
DEUTSCHE-ALEX-B
PAINE-W","Lehman Brothers
Bear Stearns & Co Inc
Fidelity Capital Markets
Deutsche Banc Alex Brown
PaineWebber Inc",87770,92335X10,FIRSTWORLD COMMUNICATIONS INC,FWIS,3/8/00,25,VERADO HOLDINGS INC,3/8/00,0,0,#DIV/0!

12/22/99,3/15/00,Loudeye Technologies Inc,7372,United States,LOUD,FLEET-BOSTON,1.12,7,72,16,Common Shares,Yes,545754103,Nasdaq,"Fleet Boston Corp
Chase H&Q
CIBC World Markets Inc
Dain Rauscher Wessels
Ragen MacKenzie Group Inc
Thomas Weisel Partners
DA Davidson & Co Inc
McAdams Wright Ragen Inc",1.438,1.375,4.1875,U.S. Public,,,,57.5,4500000,,9/11/00 0:00,54.459,180,18840247,No,No,Yes,,,1,2,3,40,,"FLEET-BOSTON/CHASE-HQ(JOINT)
//CIBC-WORLD//DAIN-R-WESSELS/RAGEN
/THOMAS-WEISEL/DAVIDSON/MCADAMS-WRIGHT",FLEET-BOSTON/CHASE-HQ,"FLEET-BOSTON
/CHASE-HQ(JOINT)
CIBC-WORLD","Fleet Boston Corp,Boston,Massachusetts
Chase H&Q
CIBC World Markets Inc",87790,54575420,LOUDEYE TECHNOLOGIES,LOUD,3/15/00,40,LOUDEYE CORP,3/15/00,0,0,#DIV/0!

12/23/99,3/2/00,Register.com Inc,7379,United States,RCOM,DEUTSCHE-ALEX-B,1.68,7,92.4,24,Common Shares,Yes,75914G101,Nasdaq,"Deutsche Banc Alex Brown
Thomas Weisel Partners
Wit Soundview Group Inc
Legg Mason Wood Walker
Banc of America Securities LLC
Chatsworth Securities LLC
First Analysis Securities
First Albany
Wedbush, Noble, Cooke
First Security Van Kasper & Co
Tucker Anthony Inc
SunTrust Equitable Securities
Sanders Morris Mundy Inc
Pennsylvania Merchant Group
Friedman Billings Ramsey Group
Wasserstein Perella Securities
CIBC World Markets Inc
Donaldson Lufkin & Jenrette
Lehman Brothers
Goldman Sachs & Co
Chase H&Q
Deutsche Banc Alex Brown",1.417,1.417,4.16667,U.S. Public,,,,80,3850000,,,,,,No,No,Yes,,,1,1,4,57.25,,"DEUTSCHE-ALEX-B//THOMAS-WEISEL
/WIT-SOUNDVIEW/LEGG-MASON-WW
//BA-SEC-LLC/CHATSWORTH/F-ANALYSIS
/FIRST-ALBANY/WEDBUSH/FIR-VAN-KASPER
/TUCKER/SUNTRUST-EQUI/SANDERS-MORRIS
/PENN-MER-GROUP/FRIEDMAN-B/WP-SEC
/CIBC-WORLD/DLJ/LEH/GS/CHASE-HQ
//DEUTSCHE-ALEX-B(GC)",DEUTSCHE-ALEX-B,"DEUTSCHE-ALEX-B
THOMAS-WEISEL
WIT-SOUNDVIEW
LEGG-MASON-WW","Deutsche Banc Alex Brown
Thomas Weisel Partners
Wit Soundview Group Inc
Legg Mason Wood Walker Inc",87806,75914G10,REGISTER COM INC,RCOM,3/3/00,57.25,REGISTER COM INC,3/3/00,0,0,#DIV/0!

12/23/99,3/13/00,Digitas Inc,7375,United States,DTAS,MSDW,1.68,7,189.6,24,Common Shares,Yes,25388K104,Nasdaq,"Morgan Stanley Dean Witter
Deutsche Banc Alex Brown
Banc of America Securities LLC
Bear Stearns & Co Inc
Salomon Smith Barney
SG Cowen Securities Corp
Adams Harkness & Hill Inc
Robert W Baird & Co Inc
First Union Securities Inc
ING Barings
Prudential Securities Inc
Fleet Boston Corp
Morgan Stanley Dean Witter",1.417,1.042,4.54167,U.S. Public,,,,200,5266667,2633333,,,,,No,No,No,,,1,1,5,29.5,,"MSDW//DEUTSCHE-ALEX-B/BA-SEC-LLC/BEAR
/SALOMON-SMITH//SG-COWEN/ADAMS-HARKNESS
/BAIRD/FIRST-UNION-SEC/ING-BARINGS/PSI
/FLEET-BOSTON//MSDW(GC)",MSDW,"MSDW
DEUTSCHE-ALEX-B
BA-SEC-LLC
BEAR
SALOMON-SMITH","Morgan Stanley Dean Witter & Co
Deutsche Banc Alex Brown
Banc of America Securities LLC
Bear Stearns & Co Inc
Salomon Smith Barney",87763,25388K10,DIGITAS INC,DTAS,3/14/00,29.5,DIGITAS INC,3/14/00,0,0,#DIV/0!

12/23/99,3/17/00,Netpliance Inc,7374,United States,NPLI,DLJ,1.26,7,144,18,Common Shares,Yes,64115K103,Nasdaq,"Donaldson Lufkin & Jenrette
Chase H&Q
DLJdirect
Fleet Boston Corp
Allen & Co Inc
Salomon Smith Barney
Advest Inc
George K Baum & Co
Robert W Baird & Co Inc
Lebenthal
Ladenburg Thalmann & Co
CL King & Associates Inc
Johnston Associates
Janney Montgomery Scott Inc
Gruntal & Co Inc
Fahnestock & Co
Chapman Co
Wachovia Bank NA
CE Unterberg Towbin
Tucker Anthony Inc
Tejas Securities Inc
Sutro & Co Inc
Scott & Stringfellow Financial
Sands Brothers & Co Ltd
Sanders & Beckingham
Redwine & Company Inc
Raymond James & Associates Inc
Ragen MacKenzie Group Inc
Pennsylvania Merchant Group
Parker-Hunter Inc
Needham & Co LLC
Morgan Keegan Inc
McDonald Investments
JC Bradford & Co
Thomas Weisel Partners
Merrill Lynch
AG Edwards & Sons Inc
First Union Securities Inc
Lazard Freres & Co LLC
Bear Stearns & Co Inc",1.389,1.444,4.16667,U.S. Public,,,,100,8000000,,9/13/00 0:00,86.763,180,52435935,No,No,Yes,,,1,1,4,22.06,,"DLJ//CHASE-HQ/DLJ-DIRECT/FLEET-BOSTON
//ALLEN/SALOMON-SMITH/ADVEST/G-BAUM
/BAIRD/LEBENTHAL/LADENBURG/CL-KING
/JOHNSTON/JANNEY/GRUNTAL/FAHNESTOCK
/CHAPMAN/WACHOVIA/UNTERBERG/TUCKER
/TEJAS-SEC/SUTRO/SCOTT-STRING/SANDS
/SANDERS/REDWINE-CO/RAYMOND/RAGEN
/PENN-MER-GROUP/PARKER-HUNTER/NEEDHAM
/MORGAN-KEEGAN/MCDONALD/BRADFORD
/THOMAS-WEISEL/MERRILL/A-G-EDWARDS
/FIRST-UNION-SEC/LAZ/BEAR",DLJ,"DLJ
CHASE-HQ
DLJ-DIRECT
FLEET-BOSTON","Donaldson Lufkin & Jenrette Inc
Chase H&Q
DLJdirect
Fleet Boston Corp,Boston,Massachusetts",87795,88801110,NETPLIANCE INC,NPLI,3/17/00,22.0625,TIPPINGPOINT TECHNOLOGIES INC,3/17/00,0,0,#DIV/0!

12/23/99,3/20/00,Snowball.com Inc,7375,United States,SNOW,GS,0.77,7,50.1,11,Common Shares,Yes,83335R102,Nasdaq,"Goldman Sachs & Co
Chase H&Q
Fleet Boston Corp
Credit Suisse First Boston
Edward D Jones & Co
Salomon Smith Barney
Soundview Technology (OLD)
Thomas Weisel Partners
US Bancorp Piper Jaffray
Pacific Crest Securities Inc
Raymond James & Associates Inc
Tucker Anthony Inc
Goldman Sachs & Co",1.455,1.636,3.90909,U.S. Public,,,,86.3,4550000,,,,,,No,No,Yes,,,1,1,3,15.31,,"GS//CHASE-HQ/FLEET-BOSTON//CS-FB-CS
/ED-JONES/SALOMON-SMITH/SOUNDVIEW-TECH
/THOMAS-WEISEL/US-PIPER/PACIFIC-CREST
/RAYMOND/TUCKER//GS(GC)",GS,"GS
CHASE-HQ
FLEET-BOSTON","Goldman Sachs & Co
Chase H&Q
Fleet Boston Corp,Boston,Massachusetts",87815,44958910,SNOWBALL COM INC,SNOW,3/21/00,15.3125,SNOWBALL COM INC,3/21/00,0,0,#DIV/0!

12/29/99,1/28/00,interWAVE Communications,3663,United States,IWAV,SALOMON-SMITH,0.86,6.615,110.5,13,Common Shares,Yes,G4911N102,Nasdaq,"Salomon Smith Barney
Banc of America Securities LLC
SG Cowen Securities Corp",1.385,1.385,3.84615,U.S. Public,10,8,7500000,67.5,8500000,,7/26/00 0:00,64.74,180,28725805,No,No,Yes,,,1,1,3,36.88,,SALOMON-SMITH//BA-SEC-LLC/SG-COWEN,SALOMON-SMITH,"SALOMON-SMITH
BA-SEC-LLC
SG-COWEN","Salomon Smith Barney
Banc of America Securities LLC
SG Cowen Securities Corp",87562,G4911N30,INTERWAVE COMMUNICATIONS INT LT,IWAV,1/28/00,36.875,INTERWAVE COMMUNICATIONS INTERNATIONAL LTD,1/31/00,3,9,0.444444444

12/30/99,3/9/00,OraPharma Inc,2834,United States,OPHM,FLEET-BOSTON,1.26,7,72,18,Common Shares,Yes,6.86E+110,Nasdaq,"Fleet Boston Corp
US Bancorp Piper Jaffray
Gerard Klauer Mattison & Co
Chase H&Q
SG Cowen Securities Corp
Janney Montgomery Scott Inc
Parker-Hunter Inc
Sutro & Co Inc
Tucker Anthony Inc",1.389,1.389,4.22222,U.S. Public,,,,56.4,4000000,,9/5/00 0:00,68.246,180,8596735,No,No,Yes,,,1,1,3,31.25,,"FLEET-BOSTON//US-PIPER/GERARD-KLAUER
//CHASE-HQ/SG-COWEN/JANNEY
/PARKER-HUNTER/SUTRO/TUCKER",FLEET-BOSTON,"FLEET-BOSTON
US-PIPER
GERARD-KLAUER","Fleet Boston Corp,Boston,Massachusetts
US Bancorp Piper Jaffray Inc
Gerard Klauer Mattison & Co Inc",87798,6.86E+14,ORAPHARMA INC,OPHM,3/9/00,31.25,ORAPHARMA INC,3/9/00,0,0,#DIV/0!

1/7/00,3/28/00,Telocity Delaware Inc,7375,United States,TLCT,MERRILL,0.84,7,106.8,12,Common Shares,Yes,87971D103,Nasdaq,"Merrill Lynch
Credit Suisse First Boston Int
Donaldson Lufkin & Jenrette
Wit Soundview Group Inc
CIBC World Markets Inc
First Union National Bancorp
Fleet Boston Corp
Salomon Smith Barney
Thomas Weisel Partners
Wasserstein Perella Securities
JC Bradford & Co
Brad Peery Inc
First Security Van Kasper & Co
Jefferies & Co Inc
W. E. Kaufman
Utendahl Capital Partners
Merrill Lynch",1.417,1.333,4.25,U.S. Public,,,,150,8898130,,,,,,No,No,Yes,,,1,2,4,13.25,,"MERRILL/CSFB(JOINT)//DLJ/WIT-SOUNDVIEW
//CIBC-WORLD/FIRST-UNION/FLEET-BOSTON
/SALOMON-SMITH/THOMAS-WEISEL/WP-SEC
/BRADFORD/BRADPE/FIR-VAN-KASPER
/JEFFERIES/KAUFMAN/UTENDAHL-CAP
//MERRILL(GC)",MERRILL/CSFB,"MERRILL
/CSFB(JOINT)
DLJ
WIT-SOUNDVIEW","Merrill Lynch & Co Inc
Credit Suisse First Boston Ltd International
Donaldson Lufkin & Jenrette Inc
Wit Soundview Group Inc",87819,87971D10,TELOCITY INC,TLCT,3/29/00,13.25,DIRECTV BROADBAND INC,3/29/00,0,0,#DIV/0!

1/7/00,4/6/00,i3 Mobile Inc,7389,United States,IIIM,"DEUTSCHE-ALEX-B
/CHASE-HQ(JB)
/CS-FB-CS(JB)",1.12,7,81.6,16,Common Shares,Yes,465713105,Nasdaq,"Deutsche Banc Alex Brown
Chase H&Q
Credit Suisse First Boston
Fleet Boston Corp
CL King & Associates Inc
US Bancorp Piper Jaffray
Gabelli & Co Inc
Wit Soundview Group Inc
Merrill Lynch
Banc of America Securities LLC
Bear Stearns & Co Inc
CIBC World Markets Inc
Donaldson Lufkin & Jenrette
Morgan Stanley Dean Witter
Dain Rauscher Wessels
Gerard Klauer Mattison & Co
Brad Peery Inc
Shields
First Security Van Kasper & Co
Wedbush Securities
Deutsche Banc Alex Brown",1.438,1.375,4.1875,U.S. Public,,,,65,5100000,,,,,,No,No,Yes,,,3,3,3,25,,"DEUTSCHE-ALEX-B(JB)/CHASE-HQ(JB)
/CS-FB-CS(JB)//FLEET-BOSTON/CL-KING
/US-PIPER/GABELLI/WIT-SOUNDVIEW/MERRILL
/BA-SEC-LLC/BEAR/CIBC-WORLD/DLJ/MSDW
/DAIN-R-WESSELS/GERARD-KLAUER/BRADPE
/SHIELDS/FIR-VAN-KASPER/WEDBUSH-M
//DEUTSCHE-ALEX-B(GC)",DEUTSCHE-ALEX-B/CHASE-HQ/CS-FB-CS,"DEUTSCHE-ALEX-B
(JB)/CHASE-HQ(JB)
/CS-FB-CS(JB)","Deutsche Banc Alex Brown
Chase H&Q
Credit Suisse First Boston Corp",88169,46571310,I3 MOBILE INC,IIIM,4/6/00,25,I3 MOBILE INC,4/6/00,0,0,#DIV/0!

1/10/00,3/21/00,Caldera Systems Inc,7372,United States,CALD,FLEET-BOSTON,0.98,7,70,14,Common Shares,Yes,128780103,Nasdaq,"Fleet Boston Corp
Bear Stearns & Co Inc
First Security Van Kasper & Co
Wit Capital Group Inc
E*Offering Corp
McDonald Investments
SunTrust Equitable Securities
Tucker Anthony Inc
Fidelity Capital Markets",1.429,1.357,4.21429,U.S. Public,9,7,5000000,40,5000000,,9/17/00 0:00,69.621,180,26607329,No,No,No,,,1,1,4,29.44,,"FLEET-BOSTON//BEAR/FIR-VAN-KASPER
/WIT-CAPITAL//E*OFFERING/MCDONALD
/SUNTRUST-EQUI/TUCKER/FIDELITY-CAP",FLEET-BOSTON,"FLEET-BOSTON
BEAR
FIR-VAN-KASPER
WIT-CAPITAL","Fleet Boston Corp,Boston,Massachusetts
Bear Stearns & Co Inc
First Security Van Kasper & Co
Wit Capital Group Inc",87756,78403A10,CALDERA SYSTEMS INC,CALD,3/21/00,29.4375,CALDERA SYSTEMS INC,3/21/00,0,8,0.75

1/10/00,3/22/00,Partsbase.com Inc,5961,United States,PRTS,ROTH-CAPITAL,0.91,7,45.5,13,Common Shares,Yes,70214P109,Nasdaq,"Roth Capital Partners Inc
Pennsylvania Merchant Group
Dain Rauscher Wessels
L.H. Friend Weinress &Frankson
Janney Montgomery Scott Inc
Jefferies & Co Inc
Pacific Crest Securities Inc
Sutro & Co Inc
HC Wainwright & Co Inc",1.615,1.538,3.84615,U.S. Public,14,12,3000000,39,3500000,,9/18/00 0:00,75.155,180,10587500,No,No,No,,,1,1,2,11.38,,"ROTH-CAPITAL//PENN-MER-GROUP
//DAIN-R-WESSELS/F-WEINRESS/JANNEY
/JEFFERIES/PACIFIC-CREST/SUTRO
/H-C-WAINWRIGHT",ROTH-CAPITAL,"ROTH-CAPITAL
PENN-MER-GROUP","Roth Capital Partners Inc
Pennsylvania Merchant Group Ltd",87803,70214P10,PARTSBASE COM INC,PRTS,3/22/00,11.375,,3/22/00,0,13,0

1/10/00,3/23/00,Viasystems Group Inc,3672,United States,VG,MSDW,1.155,5.5,781.2,21,Common Shares,Yes,92553H100,New York,"Morgan Stanley Dean Witter
CS First Boston Corp
Chase H&Q
Banc of America Securities LLC
Deutsche Banc Alex Brown
Salomon Smith Barney
Wit Soundview Group Inc
Goldman Sachs & Co
Bear Stearns & Co Inc
Morgan Stanley Dean Witter",1.095,0.833,3.57143,U.S. Public,,,,500,37200000,,,,,,No,No,No,,,1,1,9,19.25,,"MSDW//CS-FB/CHASE-HQ/BA-SEC-LLC
/DEUTSCHE-ALEX-B/SALOMON-SMITH
/WIT-SOUNDVIEW/GS/BEAR//MSDW(GC)",MSDW,"MSDW
CS-FB
CHASE-HQ
BA-SEC-LLC
DEUTSCHE-ALEX-B
SALOMON-SMITH
WIT-SOUNDVIEW
GS
BEAR","Morgan Stanley Dean Witter & Co
CS First Boston Corp
Chase H&Q
Banc of America Securities LLC
Deutsche Banc Alex Brown
Salomon Smith Barney
Wit Soundview Group Inc
Goldman Sachs & Co
Bear Stearns & Co Inc",87668,92553H10,VIASYSTEMS GROUP INC,VG,3/24/00,19.25,,3/24/00,0,0,#DIV/0!

1/12/00,3/22/00,Blaze Software Inc,4813,United States,BLZE,FLEET-BOSTON,1.12,7,64,16,Common Shares,Yes,09347T109,Nasdaq,"Fleet Boston Corp
Chase H&Q
Dain Rauscher Corp
Adams Harkness & Hill Inc
E*Offering Corp
First Albany
McDonald Investments",1.438,1.375,4.1875,U.S. Public,14,12,4000000,52,4000000,,9/18/00 0:00,72.717,180,15502615,No,No,Yes,,,1,1,3,27.75,,"FLEET-BOSTON//CHASE-HQ/DAIN-RAUSCHER
//ADAMS-HARKNESS/E*OFFERING
/FIRST-ALBANY/MCDONALD",FLEET-BOSTON,"FLEET-BOSTON
CHASE-HQ
DAIN-RAUSCHER","Fleet Boston Corp,Boston,Massachusetts
Chase H&Q
Dain Rauscher Corp",87754,09347T10,BLAZE SOFTWARE INC,BLZE,3/23/00,27.75,BLAZE SOFTWARE INC,3/23/00,0,13,0.230769231

1/12/00,11/16/01,Diversified Security Solutions,7373,United States,DVS,GUNNALLEN-FINL,0.7,10,10.5,7,Common Shares,Yes,25533P107,American,GunnAllen Financial Inc,2.571,2.429,5,U.S. Public,7.5,5.2,1000000,6.4,1500000,,11/16/02 0:00,6.6,365,297000,No,No,No,,,1,1,1,8.14,,GUNNALLEN-FINL,GUNNALLEN-FINL,GUNNALLEN-FINL,"GunnAllen Financial, Inc.",89225,42628610,DIVERSIFIED SECURITY SOLTNS INC,DVS,11/16/01,8.140000343,"HENRY BROS. ELECTRONICS, INC.",11/16/01,0,6.35,0.102362205

1/13/00,3/22/00,inSilicon Corp,3674,United States,INSN,FLEET-BOSTON,0.84,7,42,12,Common Shares,Yes,45769H108,Nasdaq,"Fleet Boston Corp
Prudential Volpe Technology Gr
Needham & Co LLC
Bear Stearns & Co Inc
Dain Rauscher Wessels
Thomas Weisel Partners
Soundview Technology (OLD)
Burnham Securities Inc
